"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on March 27, 2023","MJ","yes","-","Two different colors","The more yellow one lasted a couple of weeks.  The other one was more pink and just crumbled apart.  We had to throw it away because pieces were coming off too easily.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1K7W0KM34KQLB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 27, 2023","Mary S.","yes","-","Dogs loved, too pricey.","Wish I could buy more, my dogs loved them. They are just too expensive for a treat that lasted 15 minutes.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1LLOZ2JTMP1JF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 27, 2023","Dianne ","yes","-","Great chew!","Seriously cannot stop sniffing it. Smells so good, I’m curious to know what it taste like myself!My pup loves the chew and definitely keeps her occupied. She’s chewed about 1/4th off within the past 2 hours, and this has tired her out some. She’s currently on break taking a quick rest. I definitely recommend this to anyone who works from home, or needs to keep their dog occupied long enough to do errands or chores. My only complaint is this brand doesn’t sell this particular size in bulk!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3DRY7X8YIPDRW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 24, 2023","SL","yes","-","Dog liked it mom did not","So he liked it, but it didn’t last long. Other brands last weeks while this barely made it 2 days. This was softer and a little splintery.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2C6PGXIH4R17X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B08BQ95QHT","Flavor Name: Peanut Butter | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 24, 2023","Amanda","yes","-","Long-Lasting","One of the few ""chews"" I've purchased that will survive for longer than an hour.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1WXH5PGYS4MVQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 20, 2023","brian","-","-","Huge variation from the one I bought at PetSmart","My puppy loves these kind of cheese treats.  She will sit for hours gnawing on them, and has had several over the last few months.  I normally bought them in person at pet stores, but thought I could save some money buying from Amazon.  Disappointed to say the least.  The product is a strange orange color, rock hard, and has several sharp fractures where shards crumble off.  My dog wont even touch it - she just lays and stares at it like she knows something isn't right.  I'd suggest to buy in person where you can verify quality before buying.",1,"-","-","https://www.amazon.com/gp/customer-reviews/REVHRO6EEHM5C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 17, 2023","shelly hansen","yes","-","Smelled musty","I buy these all the time from the pet store and my dog loves them. However, this one came smelling musty and darker than normal. Maybe it was sitting in a warehouse somewhere for a while. Got my money back snd didn't need to return the item. To the garbage .",1,"-","-","https://www.amazon.com/gp/customer-reviews/RS3SQPY8FK453/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 16, 2023","Aboutthatlife","yes","-","Yum","My dog loves these ! This brand seemed to chew down a bit quicker but still a great product",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3RRWQMTIU7F5F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 14, 2023","Amanda Kelton","yes","-","Doggo approved","We have two dogs, one German Shorthaired Pointer, 7 years old, 60lbs, and an English Pointer mix, 11 years old, and about 55lbs. They absolutely live for these. They're both very aggressive chewers and these last 2-3 days with about 8-12 hours of chewing each day. We did try these in the yak chew holders, but they couldn't figure it out and just gave up, so we don't use them. They're a bit pricey, cheaper on here than I can could find anywhere else, but these satisfy their need for chewing, and the mental stimulation that comes with it, much better than a chew toy. Would highly recommend, and will continue to purchase.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R26F34474BGSMJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 13, 2023","Lori","yes","-","Gone in 15 minutes","My pit devoured it.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2ZSJFYTMPCZVW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 13, 2023","Amazon Customer","yes","-","My pup loves it","My puppy is really picky with a lot of treats and bones but she’s had this for a couple months and always goes back to it from time to time. It does make her face smell funky so I take it off her when she has a fresh bath but she enjoys it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R31LXTPZ7VAGAY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 12, 2023","Susan J. LeCureux","yes","-","Satisfies chewing","A great product but can be messy if your canine doesn’t clean up the chips.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1Z67RHS645WCY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 10, 2023","Barb P","yes","yes","Never again","At first, I was so happy to have found a chew that lasted for my Boston Terrier. She was obsessed with it and gave me a bit of freedom. She chewed it off and on all day. But during that night, she woke me up twice with diarrhea. I tried to think of any new food I'd given her that might have caused it. Within 24 hours she'd had diarrhea two more times. Had to make her go the next 24 hours with no food at all to calm down her intestines, then fed her boiled chicken and rice. Seemed fine the next day, so I let her have the chew again since I couldn't imagine it was the problem because she was getting so little of it chewed off. BUT, that night she had diarrhea again, and again during the night. Back to chicken and rice and NO CHEW for the last 24 hours, and so far no problem today. Just wish I hadn't ordered another before realizing this.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R5HR54V0QV2KT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 10, 2023","Rob Dawg","yes","-","Pups love it","My Frenchies love the bacon flavor and get great satisfaction and spend a good amount of time chewing the heck out of this brand of chews. I have to order these every other week.  Highly recommend.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3FCYITI55BEZL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B08BQ2JK7M","Flavor Name: Bacon | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 6, 2023","Courtney","yes","-","It’s a no for me","Smells like chemicals and lasted less than an hour. Really liked that I could purchase individually, but I will not repurchase.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R31IP7EXJCKYH6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 6, 2023","TMS","yes","-","Lasted 15 min","Love the limited ingredients etc, but usually yak milk 'bones' last my aussie a few days, even as an aggressive chewer, this lasted her legit 15 min....I noticed that the chew felt a LOT lighter than other brands I had purchased but didn't want to assume...yeah, my gut feeling was right,  oh well,  she obvi enjoyed it, but I will be purchasing the other brand from now on (also limited ingredients, all natural, etc). I always say you don't know till you try... now I know lol",3,"-","-","https://www.amazon.com/gp/customer-reviews/RZN3AWIDYHC1L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 4, 2023","David Norman","yes","-","Broke in half","I bought this for my 3 month old pup and he liked it but he dropped it on our carpeted floor and it broke in half………on a carpeted floor.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1PQPX8YQZ58OA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 4, 2023","B","yes","-","Dog fractured a tooth","Most long lasting and favorite chew of my dog, until he fractured his tooth. Sadly we will never be re purchasing yak chews, they're just wayyyy too hard. We were lucky it was a baby tooth that was due to fall out anyway vs an adult tooth that would have needed extraction.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R24BVZE3NF0M1F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 4, 2023","alex d genereux","yes","yes","Heavy chewers make quick work of these","My 65 pound Golden Retriever really likes these but the one negative would be that she devours one of these himalayan chews in less than an hour.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1KZ38WZAV34FW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on March 3, 2023","Castle-family","yes","-","Liked them! Wished it last longer","My pup absolutely loved it! Will be buying again! However it probably last about 20mins and if you do microwaves them, just to keep in mind they made my house smell so rank",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3FV7XXW1EDD68/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 26, 2023","Amazon Customer","yes","-","Long lasting","My dog was pleased and so was I as it entertained him for a long time",5,"-","-","https://www.amazon.com/gp/customer-reviews/R24B54IFP22PAO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B08BQ2JK7M","Flavor Name: Bacon | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 26, 2023","fox_chicka","yes","-","Great dog chew","Fits great in my lab’s jug head. Definitely takes her along time to chew it up. Last us about 6 months if not longer.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3QW08IU1WY35A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 25, 2023","Julia M","-","-","Puppy loves them","These are great for our teething puppy",5,"-","-","https://www.amazon.com/gp/customer-reviews/RELMG0WZ5EZMM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 24, 2023","dean j.","-","-","if this is cheese- we should build with them- hard as rock","dog that chews everything will not even bother, puts in mouth and spits out.  No scent, no flavor, hard as rock, claims to be cheese but I gotta believe plastic.  I bet if you bury it and dig it up 100 years later it will not have changed.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R35WI5KOG4RLED/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 23, 2023","MarsikVal","yes","-","DO NOT get this!","Do not get this treat! It breaks apart as the dog chews it into sharp smaller pieces that a dog can swallow. Just got my pup out of the Emergency Room after he ate this treat and had chunks stuck in his stomach and intestines. A typical Yak Cheese treat lasts for a while and shreds into powder when chewed, but this one, since its mixed with bacon (or whatever else) breaks up into sharp pieces. If you want your dog alive, do not get this treat!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2V3IB7RDR1WUD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B08BQ2JK7M","Flavor Name: Bacon | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 23, 2023","K S","yes","-","Not what I expected!","My 8 month old puppy has been chewing on these types of sticks, but from a different manufacturer. His original sticks can last a couple weeks and he really has to work to get them chewed. This stick was 1/2 way consumed  in only 10 minutes, so much softer than the original sticks we had. Will not repurchase these.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1W8IRW7JS10CO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 20, 2023","Andrea","-","-","Yummy but weak","My dog loves Himalayan cheese sticks. These seem more brittle than others and he destroyed it in about an hour! Usually we microwave the remaining nugget but it just smelled bad and didn’t crisp up like usual.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1AAQRQ5FTH3YF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 18, 2023","Laurie Jenkins","yes","-","Gone in minutes","I gave it 3 stars because my dog loved it. But for the cost, it's just not worth it for it to last 30 minutes.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R25OOGYC4XZFAD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 16, 2023","jennjewell","yes","-","Heavy chewers","My heavy chewer dog loves these! I let him chew for 30 min intervals, and then save the rest! When it gets small you can microwave it according to instructions to turn it into a puff treat. You can also put it into a kong for extra stimulation!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3INGMTA4AOLGG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 15, 2023","Donna P.Donna P.","yes","yes","BEWARE !  RECEIVED DIFFERENT PRODUCT ! CHEW WAS CHANGED !! DANGEROUS !","I just bought a 14 week lab that weighs 40 lbs. My daughter gave me this chew since it would help with the chewing associated with teething. She said they last a long time ! It was tan in color and it took him 2 weeks toget about halfway. It never broke where he would be chewing on pieces.  I was so glad he loved it & it kept him busy & appeared safe. SO I decided to order another one. This one looked VERY different… in color it was brown. ( I thought it was beef basted), was a different shape, and he got halfway through the chew in about 1 HOUR if not sooner. I heard him crunching and eating it. So I quickly took it away from him.The long lasting tan one was great,  but I was shocked at how different this one was ! And they were ordered 2 weeks apart. The tan one’s expiration date was 2027 & the brown one 2028. Why the difference in product ???  And it was changed to be a more dangerous chew !Will NOT be buying this again ! BEWARE !",2,"https://m.media-amazon.com/images/I/61QzxfAwo3L.jpg , https://m.media-amazon.com/images/I/61mJx1sQTGL.jpg , https://m.media-amazon.com/images/I/71IL6C6RimL.jpg , https://m.media-amazon.com/images/I/71YKr7zKMGL.jpg , https://m.media-amazon.com/images/I/81y+97TBO1L.jpg","-","https://www.amazon.com/gp/customer-reviews/R3TA5346IA8GV3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 8, 2023","Dan","yes","yes","lasted less than a day","My dog ate this within a the span of a workday.  Other himalayan chews I get him last about a week on average",1,"-","-","https://www.amazon.com/gp/customer-reviews/R21SRFLPCYGY4Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 7, 2023","amber armstrong","yes","yes","Had to make into Puffs","This particular flavor (chicken) was able to be chewed into larger chunks (choke hazard size) by both of my dogs so I ended up having to soak and microwave them into puffs to make them safer for my dogs to chew on which didn't last as long as the normal ones. No stomach upsets or anything of the sort though, would order again if price is right.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1JUGROJZIU1AW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B081LYFK6W","Flavor Name: Chicken | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 6, 2023","Slvrdrgn33","yes","-","Great for dogs that like to chew.","These keep my dog busy for hours.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RC7HJ546EIAL2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 5, 2023","Amazon CustomerAmazon Customer","yes","-","Dry/cracked??","I’ve tried out several different  brands of Yak Chews over the years and have never had this happen. It’s cracked throughout and every time he goes to chew on it, little shards break off. I’ve even stepped on a few. They are SHARP and I’m concerned about him I ingesting a piece and causing damage internally.",3,"https://m.media-amazon.com/images/I/61Nz-Fs31gL.jpg","-","https://www.amazon.com/gp/customer-reviews/R9IH17KAAB07Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 4, 2023","Kan","yes","-","My shih-poo loves this Himalayan dog chew!","My 18lb shih-poo is an aggressive chewer. We prefer this size Himalayan so he can hold it with his paws. He loves this Himalayan dog chew! It lasts a lot longer than any other dog chew we have given him. We also like that it is 100% natural.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZEHF6YFGDDMG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 3, 2023","June","-","-","My dog loves these","If I would let her, my dog could easily eat a whole one everyday.:.I haven’t been able to find anything that is truly long lasting!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R24N8YHBSL9DKQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 2, 2023","Outdoorsy","-","-","Splintered this time, no product consistency","This was the second time I ordered these as my dogs really liked them the first time.  They lasted well and softened a bit as they chewed the treats.  This time the ""chews"" were darker and thinner and splintered all over the carpet as my dogs chewed them.  The treats never softened like the first batch.  I had to take the treat away as I was afraid the dogs would choke.  I'll try another brand, maybe these were too dry or old?",1,"-","-","https://www.amazon.com/gp/customer-reviews/RGUSA1TGYMW1U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 1, 2023","MEMEMEMEMEME","yes","-","Freakin amazing","WHen i first got this he chewed it a bit and left it, few days later he chewed it some more and now its his go to several times a day for long periods of chewing. Had it 2 months and its just come to that point where i need to order another one. 22 pound 9 month old Mini Goldendoodle Male.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RP9FQTNI4K9RP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 29, 2023","Trey","yes","-","Doesn’t last more than a day","My 15 lb dog finished this in a couple hours. I had to take it away. In the past, this product has lasted quite a bit longer (days), but I have noticed the quality has gone way down the past couple purchases of this. Guess I’ll have to try a new brand now.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R8AII5B1A85DB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 26, 2023","MichelleMichelle","yes","yes","Dangerous","My dog loved it, but within minutes her gums started bleeding. I wouldn’t buy this product. I had to take it away from her to prevent further damage. In my experience the ones from Trader Joe’s are affordable and better quality if you can find them in stores.",1,"https://m.media-amazon.com/images/I/61AYVw8uV7L.jpg","-","https://www.amazon.com/gp/customer-reviews/R17LSLRGLVT5X0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 25, 2023","Caroline Allard","yes","-","Spoil your dogs!","Great staple item for your dogs. My dogs love these especially my German shepherd, she will tear right through any bone and these allow her more time. I will put these inside yak chew toys so it’s like a game for the dogs and they love it",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2KM9HNL93WOQJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 24, 2023","KDW","yes","-","Keeps My Dog Entertained","Many ""long-lasting"" treats are gone within a few minutes in our house, but this chew lasts awhile.  We don't let the dog have it from start to finish, but will give it to him in increments over a few days.  He loves chewing on it and playing with it.  The package has instructions for how to use the leftover pieces when they are too small and become a safety concern for chewing.  Wish they were a little cheaper, will definitely buy more of these when there is a deal.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R15L68VXXKOZD8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 23, 2023","Alexandra","yes","yes","It didn't last 2 hours for my ladylike 30 pound border collie.","I've bought these chews before for my border collie / mini australian sheperd mix. She is a female and while she is considered a heavy chewer, she's not a crazy drooling maniac by any means.The last himalayan chew I bought (same ingredients, different brand) lasted an entire month with her chewing on it daily.This one literally did not last 2 hours and it was the same price.I am extremely dissapointed and I definately will not be buying this brand again. = (",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1DC24JBRTDJMW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 22, 2023","Kilo","yes","-","Our pup loves them!","Can’t beat this Amazon price! Our pup loves them.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1FEYKDFVW2EF2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 22, 2023","Mel","-","-","Dogs love these!","Teething and longevity I gave less stars only because our dogs ate these in about 10 minutes. They were a Christmas present for them and they loved them, and devoured them so I assume they’re delicious.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZOYYID1LB2T6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 20, 2023","Mark Andre","yes","-","Don't buy the imitation yak sticks, this is the original brand","Wow my dog spends hours chewing on these and keeps him occupied during the evening. I recommend for any dog owner, dogs love this more than bones and chews.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3D67R9FFEI9YY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 19, 2023","RT","yes","-","My dog hated it","I bought it for my dog and he didn't like it at all. Eventually I had to throw it.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1KGFEP55FAXY8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 19, 2023","Olivia","yes","-","The bone was broken","The bone came cracked in broken in pieces",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2RS9FR4CD56Y9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 16, 2023","Kelian Borgonovo-Dufault","yes","-","Broken","The reason I bought this size is because is have a 43 pound puppy, the bone came broken in half, so for my puppy isn’t long enough, not happy.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3I27WJTM7FDJK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B081LYFK6W","Flavor Name: Chicken | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 14, 2023","Kelly long","yes","-","Not Recommended","This is advertised as a cheese chew. No way is cheese. Cheese flavor maybe, definitely not cheese. Broke into chunks on her first bite. Choke hazard at minimum. Will be requesting a refund.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R83KPTI87CF9I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 14, 2023","D.M","yes","-","My dog is obsessed","My dog is literally obsessed with these. She chews on it everyday. My mother-in-law bought one for her dog after she saw how much my dog loved it and her dog loved it too !",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2SISLKUWHNDOA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 14, 2023","Suzieshopper","-","-","I wuf dis","Hi I’m Cooper a 5 month old multi-poo. I wuv dees bones. Taste soo good. Makes my teef feel better and takes me a longgg time to turn it into a small rock then I like to play catch with it. I hope my hooman keeps buying deez for me cuz I’m her fur baby 🐶🐾",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3D6W0QBSK20DB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 12, 2023","Amazon Customer","yes","yes","My dog loved it!!","Gave to my dog (pit terrior) to keep him busy in his crate while we're not home and he loved it! When I first gave it to him, he took off running with it and wouldn't let me get it back because he would lay on it lol. He's never done that. Lasted about a week and a half for him. Will definitely buy more of these",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2AX15MH2Z4FCC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 9, 2023","Jessica S.","yes","-","Other brands last longer.","My 6 month old puppy is a power chewers.  I had purchased a different brand and the chews lasted a week.  I thought I would try this brand because it was cheaper and it didn't even last a day.  Spend a little more if you have a power chewer.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3H1HOT3YUMX5O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
